customer_id,recency,frequency,monetary,avg_order_value,purchase_interval_mean,purchase_interval_std,high_value_customer,one_time_buyer,customer_age_days,log_monetary,log_avg_order_values
12346.0,326,12,77556.46,77556.46,11.969696969696969,40.41308950117898,True,False,726,11.258774359980725,11.258774359980725
12347.0,2,8,4921.53,4921.53,1.8054298642533937,10.487358945668158,True,False,404,8.501577904958904,8.501577904958904
12348.0,75,5,2019.3999999999999,2019.3999999999999,7.24,28.617505702857148,False,False,438,7.6110507905938976,7.6110507905938976
12349.0,19,4,4428.6900000000005,4428.6900000000005,3.2701149425287355,31.89834871672457,True,False,589,8.396084883164011,8.396084883164011
12350.0,310,1,334.40000000000003,334.40000000000003,0.0,0.0,False,True,310,5.815323849389109,5.815323849389109
12351.0,375,1,300.93,300.93,0.0,0.0,False,True,375,5.710195202428391,5.710195202428391
12352.0,36,10,2849.84,2849.84,3.4607843137254903,19.84477963059006,True,False,393,7.9553689666784315,7.9553689666784315
12353.0,204,2,406.76,406.76,8.869565217391305,42.536940467643255,False,False,409,6.010678766031786,6.010678766031786
12354.0,232,1,1079.4,1079.4,0.0,0.0,False,True,232,6.985086621918461,6.985086621918461
12355.0,214,2,947.61,947.61,10.382352941176471,60.53900055530563,False,False,568,6.854997755239065,6.854997755239065
12356.0,23,6,6371.7300000000005,6371.7300000000005,2.8297872340425534,20.454813421228376,True,False,425,8.759783228184277,8.759783228184277
12357.0,33,3,18287.66,18287.66,1.2033898305084745,20.66889909575516,True,False,389,9.814036474622236,9.814036474622236
12358.0,2,5,3887.07,3887.07,9.578947368421053,41.3828509273732,True,False,732,8.265668169533484,8.265668169533484
12359.0,58,10,8873.39,8873.39,1.8670360110803323,13.556632010501138,True,False,734,9.090924879587071,9.090924879587071
12360.0,52,8,4252.89,4252.89,2.7777777777777777,18.722866672443846,True,False,656,8.355589137409874,8.355589137409874
12361.0,287,4,511.25,511.25,14.035714285714286,42.52448718776055,False,False,682,6.238812787119009,6.238812787119009
12362.0,3,11,5356.2300000000005,5356.2300000000005,2.744360902255639,28.06774933952203,True,False,739,8.586202329437555,8.586202329437555
12363.0,110,2,552.0,552.0,6.0,28.142494558940577,False,False,242,6.315358001522335,6.315358001522335
12364.0,8,4,1313.1,1313.1,1.2261904761904763,6.421633599308174,False,False,112,7.180907299649593,7.180907299649593
12365.0,291,2,641.38,641.38,0.0,0.0,False,False,291,6.465180028897591,6.465180028897591
12366.0,634,1,500.24,500.24,0.0,0.0,False,True,634,6.217085028297085,6.217085028297085
12367.0,4,1,168.9,168.9,0.0,0.0,False,True,4,5.135210028677887,5.135210028677887
12368.0,628,1,917.7,917.7,0.0,0.0,False,True,628,6.822959627277421,6.822959627277421
12369.0,413,3,1791.15,1791.15,2.467391304347826,20.307769902051014,False,False,642,7.491171295388921,7.491171295388921
